ulpin,snapshot_date,risk_score,compensation_disbursed_pct,rehab_progress_pct,days_in_current_stage
33-031-005-708302,2026-05-25,0.2397,57.7,52.6,1
33-031-005-708302,2026-06-24,0.2862,59.0,53.7,1
33-031-005-708302,2026-07-24,0.2421,60.4,54.8,1
33-031-005-708302,2026-08-23,0.2384,61.7,55.8,30
33-023-023-868422,2026-04-25,0.1107,23.1,43.4,12
33-023-023-868422,2026-05-25,0.163,24.4,44.5,42
33-023-023-868422,2026-06-24,0.2014,25.8,45.5,72
33-023-023-868422,2026-07-24,0.3222,27.1,46.6,102
33-023-023-868422,2026-08-23,0.3356,28.5,47.6,132
21-012-016-573987,2026-04-25,0.1453,43.3,40.4,1
21-012-016-573987,2026-05-25,0.1899,44.7,41.5,1
21-012-016-573987,2026-06-24,0.1758,46.0,42.5,1
21-012-016-573987,2026-07-24,0.1864,47.4,43.6,8
21-012-016-573987,2026-08-23,0.271,48.7,44.6,38
27-001-013-421750,2026-04-25,0.614,60.2,13.2,1
27-001-013-421750,2026-05-25,0.5313,61.5,14.2,1
27-001-013-421750,2026-06-24,0.5254,62.9,15.3,1
27-001-013-421750,2026-07-24,0.4872,64.2,16.3,1
27-001-013-421750,2026-08-23,0.4611,65.6,17.4,16
23-004-013-037075,2026-04-25,0.3597,88.9,7.4,2
23-004-013-037075,2026-05-25,0.4143,90.2,8.4,32
23-004-013-037075,2026-06-24,0.4208,91.6,9.5,62
23-004-013-037075,2026-07-24,0.3708,93.0,10.5,92
23-004-013-037075,2026-08-23,0.4132,94.3,11.6,122
09-044-006-085636,2026-04-25,0.3541,77.2,48.3,218
09-044-006-085636,2026-05-25,0.3803,78.5,49.4,248
09-044-006-085636,2026-06-24,0.3889,79.9,50.4,278
09-044-006-085636,2026-07-24,0.4152,81.2,51.5,308
09-044-006-085636,2026-08-23,0.3997,82.6,52.5,338
22-014-013-660569,2026-04-25,0.825,26.3,1.5,1
22-014-013-660569,2026-05-25,0.7451,27.6,2.5,1
22-014-013-660569,2026-06-24,0.6234,29.0,3.6,1
22-014-013-660569,2026-07-24,0.5624,30.3,4.7,1
22-014-013-660569,2026-08-23,0.4594,31.7,5.7,3
22-002-016-709031,2026-04-25,0.3668,53.9,44.7,8
22-002-016-709031,2026-05-25,0.3595,55.2,45.8,38
22-002-016-709031,2026-06-24,0.4137,56.6,46.8,68
22-002-016-709031,2026-07-24,0.3881,57.9,47.9,98
22-002-016-709031,2026-08-23,0.3769,59.3,48.9,128
27-037-015-915936,2026-04-25,0.4846,55.9,27.3,217
27-037-015-915936,2026-05-25,0.5068,57.2,28.4,247
27-037-015-915936,2026-06-24,0.5232,58.6,29.4,277
27-037-015-915936,2026-07-24,0.5375,59.9,30.4,307
27-037-015-915936,2026-08-23,0.5764,61.3,31.5,337
33-045-015-960454,2026-04-25,0.4288,21.5,0.8,1
33-045-015-960454,2026-05-25,0.398,22.8,1.8,1
33-045-015-960454,2026-06-24,0.4234,24.2,2.9,1
33-045-015-960454,2026-07-24,0.4182,25.5,4.0,24
33-045-015-960454,2026-08-23,0.381,26.9,5.0,54
09-031-024-799118,2026-04-25,0.2671,24.4,51.6,1
09-031-024-799118,2026-05-25,0.2689,25.8,52.6,1
09-031-024-799118,2026-06-24,0.2483,27.1,53.7,1
09-031-024-799118,2026-07-24,0.3203,28.4,54.8,1
09-031-024-799118,2026-08-23,0.2926,29.8,55.8,3
23-004-013-849153,2026-04-25,0.4512,64.5,53.5,1
23-004-013-849153,2026-05-25,0.4025,65.9,54.6,1
23-004-013-849153,2026-06-24,0.4202,67.2,55.6,1
23-004-013-849153,2026-07-24,0.3596,68.6,56.7,1
23-004-013-849153,2026-08-23,0.3008,69.9,57.7,3
33-031-011-842506,2026-04-25,0.6826,76.7,20.5,236
33-031-011-842506,2026-05-25,0.6583,78.0,21.5,266
33-031-011-842506,2026-06-24,0.6583,79.4,22.6,296
33-031-011-842506,2026-07-24,0.6053,80.8,23.6,326
33-031-011-842506,2026-08-23,0.5771,82.1,24.7,356
09-044-011-678937,2026-04-25,0.01,58.5,29.8,1
09-044-011-678937,2026-05-25,0.031,59.9,30.9,1
09-044-011-678937,2026-06-24,0.1436,61.2,31.9,1
09-044-011-678937,2026-07-24,0.2575,62.5,33.0,1
09-044-011-678937,2026-08-23,0.2659,63.9,34.0,4
22-002-022-348266,2026-04-25,0.4517,49.4,16.8,74
22-002-022-348266,2026-05-25,0.4859,50.8,17.9,104
22-002-022-348266,2026-06-24,0.4814,52.1,18.9,134
22-002-022-348266,2026-07-24,0.49,53.4,19.9,164
22-002-022-348266,2026-08-23,0.5318,54.8,21.0,194
21-026-004-937999,2026-04-25,0.6102,48.6,22.1,1
21-026-004-937999,2026-05-25,0.589,50.0,23.1,1
21-026-004-937999,2026-06-24,0.6096,51.3,24.2,1
21-026-004-937999,2026-07-24,0.5903,52.6,25.2,4
21-026-004-937999,2026-08-23,0.6212,54.0,26.3,34
09-002-009-306050,2026-04-25,0.1603,67.6,47.7,1
09-002-009-306050,2026-05-25,0.2083,69.0,48.8,2
09-002-009-306050,2026-06-24,0.2643,70.3,49.8,32
09-002-009-306050,2026-07-24,0.2698,71.7,50.9,62
09-002-009-306050,2026-08-23,0.2793,73.0,51.9,92
36-019-012-013398,2026-04-25,0.1699,50.1,43.2,35
36-019-012-013398,2026-05-25,0.274,51.5,44.2,65
36-019-012-013398,2026-06-24,0.3049,52.8,45.3,95
36-019-012-013398,2026-07-24,0.3194,54.1,46.4,125
36-019-012-013398,2026-08-23,0.3755,55.5,47.4,155
22-014-003-019606,2026-04-25,0.6741,61.8,24.1,1
22-014-003-019606,2026-05-25,0.602,63.2,25.1,1
22-014-003-019606,2026-06-24,0.6027,64.5,26.2,12
22-014-003-019606,2026-07-24,0.5628,65.9,27.2,42
22-014-003-019606,2026-08-23,0.5532,67.2,28.3,72
21-026-009-098076,2026-04-25,0.7116,20.5,31.4,1
21-026-009-098076,2026-05-25,0.7011,21.8,32.5,1
21-026-009-098076,2026-06-24,0.716,23.2,33.5,1
21-026-009-098076,2026-07-24,0.7023,24.5,34.6,1
21-026-009-098076,2026-08-23,0.6618,25.9,35.6,7
29-022-018-313731,2026-04-25,0.172,0.0,44.4,1
29-022-018-313731,2026-05-25,0.2601,0.5,45.5,1
29-022-018-313731,2026-06-24,0.2921,1.9,46.5,1
29-022-018-313731,2026-07-24,0.3172,3.2,47.6,1
29-022-018-313731,2026-08-23,0.3999,4.6,48.6,11
29-022-003-480081,2026-04-25,0.6522,44.1,25.9,1
29-022-003-480081,2026-05-25,0.6484,45.5,27.0,1
29-022-003-480081,2026-06-24,0.6865,46.8,28.0,1
29-022-003-480081,2026-07-24,0.6879,48.1,29.1,25
29-022-003-480081,2026-08-23,0.714,49.5,30.1,55
36-027-006-854589,2026-04-25,0.6473,48.0,35.2,1
36-027-006-854589,2026-05-25,0.6639,49.4,36.2,1
36-027-006-854589,2026-06-24,0.607,50.7,37.3,26
36-027-006-854589,2026-07-24,0.5708,52.0,38.4,56
36-027-006-854589,2026-08-23,0.5519,53.4,39.4,86
33-023-009-186086,2026-04-25,0.01,52.9,2.1,178
33-023-009-186086,2026-05-25,0.0427,54.2,3.1,208
33-023-009-186086,2026-06-24,0.1675,55.6,4.2,238
33-023-009-186086,2026-07-24,0.3072,56.9,5.2,268
33-023-009-186086,2026-08-23,0.4068,58.3,6.3,298
21-026-015-050123,2026-04-25,0.01,84.6,45.1,1
21-026-015-050123,2026-05-25,0.0936,86.0,46.1,1
21-026-015-050123,2026-06-24,0.1398,87.3,47.2,1
21-026-015-050123,2026-07-24,0.1736,88.7,48.2,1
21-026-015-050123,2026-08-23,0.2489,90.0,49.3,7
33-014-001-688634,2026-04-25,0.1574,24.0,13.3,1
33-014-001-688634,2026-05-25,0.2047,25.3,14.3,1
33-014-001-688634,2026-06-24,0.2615,26.7,15.4,1
33-014-001-688634,2026-07-24,0.3125,28.0,16.4,30
33-014-001-688634,2026-08-23,0.3619,29.4,17.5,60
36-027-021-927366,2026-04-25,0.1334,58.1,30.0,4
36-027-021-927366,2026-05-25,0.1196,59.5,31.1,34
36-027-021-927366,2026-06-24,0.1829,60.8,32.1,64
36-027-021-927366,2026-07-24,0.2108,62.1,33.2,94
36-027-021-927366,2026-08-23,0.292,63.5,34.2,124
36-027-012-620266,2026-04-25,0.5297,15.6,9.5,107
36-027-012-620266,2026-05-25,0.4982,16.9,10.5,137
36-027-012-620266,2026-06-24,0.4868,18.3,11.6,167
36-027-012-620266,2026-07-24,0.4495,19.6,12.6,197
36-027-012-620266,2026-08-23,0.3637,21.0,13.7,227
33-045-007-735680,2026-04-25,0.5447,64.2,27.6,1
33-045-007-735680,2026-05-25,0.5255,65.5,28.6,1
33-045-007-735680,2026-06-24,0.5448,66.9,29.7,9
33-045-007-735680,2026-07-24,0.4486,68.2,30.8,39
33-045-007-735680,2026-08-23,0.4195,69.6,31.8,69
22-002-024-084926,2026-04-25,0.3718,40.0,36.0,1
22-002-024-084926,2026-05-25,0.3437,41.4,37.1,1
22-002-024-084926,2026-06-24,0.2874,42.7,38.1,14
22-002-024-084926,2026-07-24,0.3086,44.0,39.2,44
22-002-024-084926,2026-08-23,0.2283,45.4,40.2,74
33-031-024-214066,2026-04-25,0.1877,43.3,4.4,1
33-031-024-214066,2026-05-25,0.3001,44.7,5.4,1
33-031-024-214066,2026-06-24,0.3451,46.0,6.5,18
33-031-024-214066,2026-07-24,0.3887,47.4,7.5,48
33-031-024-214066,2026-08-23,0.4673,48.7,8.6,78
29-022-018-697458,2026-04-25,0.869,13.7,20.2,1
29-022-018-697458,2026-05-25,0.7707,15.1,21.2,1
29-022-018-697458,2026-06-24,0.7015,16.4,22.3,1
29-022-018-697458,2026-07-24,0.6434,17.8,23.3,1
29-022-018-697458,2026-08-23,0.5527,19.1,24.4,26
27-037-015-638180,2026-04-25,0.4692,43.0,61.8,1
27-037-015-638180,2026-05-25,0.4837,44.4,62.9,1
27-037-015-638180,2026-06-24,0.4556,45.7,63.9,1
27-037-015-638180,2026-07-24,0.4739,47.0,65.0,6
27-037-015-638180,2026-08-23,0.426,48.4,66.0,36
09-015-020-941039,2026-04-25,0.3669,87.1,14.8,1
09-015-020-941039,2026-05-25,0.4055,88.5,15.8,1
09-015-020-941039,2026-06-24,0.4481,89.8,16.9,1
09-015-020-941039,2026-07-24,0.4656,91.2,17.9,1
09-015-020-941039,2026-08-23,0.481,92.5,19.0,7
22-009-013-481454,2026-04-25,0.3371,29.6,12.5,1
22-009-013-481454,2026-05-25,0.3977,30.9,13.5,9
22-009-013-481454,2026-06-24,0.529,32.3,14.6,39
22-009-013-481454,2026-07-24,0.5517,33.6,15.6,69
22-009-013-481454,2026-08-23,0.6764,35.0,16.7,99
29-022-004-788633,2026-04-25,0.891,31.8,5.8,209
29-022-004-788633,2026-05-25,0.765,33.2,6.8,239
29-022-004-788633,2026-06-24,0.661,34.5,7.9,269
29-022-004-788633,2026-07-24,0.5804,35.9,8.9,299
29-022-004-788633,2026-08-23,0.4706,37.2,10.0,329
33-045-011-531102,2026-04-25,0.6542,55.9,25.6,296
33-045-011-531102,2026-05-25,0.6103,57.2,26.6,326
33-045-011-531102,2026-06-24,0.6058,58.6,27.7,356
33-045-011-531102,2026-07-24,0.5844,59.9,28.8,386
33-045-011-531102,2026-08-23,0.5985,61.3,29.8,416
29-009-022-214448,2026-04-25,0.7345,64.7,39.3,55
29-009-022-214448,2026-05-25,0.6579,66.0,40.4,85
29-009-022-214448,2026-06-24,0.5753,67.4,41.4,115
29-009-022-214448,2026-07-24,0.5039,68.8,42.5,145
29-009-022-214448,2026-08-23,0.4873,70.1,43.5,175
21-012-024-199195,2026-04-25,0.3279,31.5,43.6,6
21-012-024-199195,2026-05-25,0.3477,32.9,44.6,36
21-012-024-199195,2026-06-24,0.3776,34.2,45.7,66
21-012-024-199195,2026-07-24,0.3686,35.5,46.8,96
21-012-024-199195,2026-08-23,0.3257,36.9,47.8,126
22-002-019-299770,2026-04-25,0.5358,34.1,65.6,1
22-002-019-299770,2026-05-25,0.4643,35.5,66.6,1
22-002-019-299770,2026-06-24,0.4754,36.8,67.7,1
22-002-019-299770,2026-07-24,0.4335,38.1,68.8,1
22-002-019-299770,2026-08-23,0.4626,39.5,69.8,5
29-009-019-414479,2026-04-25,0.3886,77.8,8.1,1
29-009-019-414479,2026-05-25,0.4082,79.2,9.2,1
29-009-019-414479,2026-06-24,0.4162,80.5,10.2,1
29-009-019-414479,2026-07-24,0.3931,81.9,11.2,23
29-009-019-414479,2026-08-23,0.3948,83.2,12.3,53
27-037-024-592138,2026-04-25,0.4803,39.6,27.2,401
27-037-024-592138,2026-05-25,0.468,41.0,28.2,431
27-037-024-592138,2026-06-24,0.4785,42.3,29.3,461
27-037-024-592138,2026-07-24,0.4341,43.6,30.3,491
27-037-024-592138,2026-08-23,0.4202,45.0,31.4,521
09-031-016-995048,2026-04-25,0.1059,63.2,25.8,11
09-031-016-995048,2026-05-25,0.222,64.5,26.9,41
09-031-016-995048,2026-06-24,0.2625,65.9,27.9,71
09-031-016-995048,2026-07-24,0.3349,67.2,28.9,101
09-031-016-995048,2026-08-23,0.4198,68.6,30.0,131
27-001-015-405987,2026-04-25,0.7372,49.3,11.4,1
27-001-015-405987,2026-05-25,0.7233,50.7,12.4,1
27-001-015-405987,2026-06-24,0.6506,52.0,13.5,5
27-001-015-405987,2026-07-24,0.6655,53.4,14.5,35
27-001-015-405987,2026-08-23,0.6038,54.7,15.6,65
36-027-010-986859,2026-04-25,0.6731,29.9,20.0,1
36-027-010-986859,2026-05-25,0.663,31.2,21.0,1
36-027-010-986859,2026-06-24,0.6247,32.6,22.1,1
36-027-010-986859,2026-07-24,0.5394,33.9,23.1,1
36-027-010-986859,2026-08-23,0.4849,35.3,24.2,11
23-033-020-797383,2026-04-25,0.0705,77.8,14.2,1
23-033-020-797383,2026-05-25,0.1447,79.2,15.2,1
23-033-020-797383,2026-06-24,0.1697,80.5,16.3,1
23-033-020-797383,2026-07-24,0.2357,81.9,17.3,1
23-033-020-797383,2026-08-23,0.3057,83.2,18.4,6
22-002-010-708428,2026-04-25,0.7686,49.5,5.9,39
22-002-010-708428,2026-05-25,0.6505,50.9,6.9,69
22-002-010-708428,2026-06-24,0.5963,52.2,8.0,99
22-002-010-708428,2026-07-24,0.4716,53.5,9.0,129
22-002-010-708428,2026-08-23,0.3583,54.9,10.1,159
36-027-013-314456,2026-04-25,0.8118,60.8,73.8,1
36-027-013-314456,2026-05-25,0.719,62.2,74.8,1
36-027-013-314456,2026-06-24,0.6105,63.5,75.9,1
36-027-013-314456,2026-07-24,0.5464,64.9,77.0,16
36-027-013-314456,2026-08-23,0.4295,66.2,78.0,46
23-028-006-699935,2026-04-25,0.1963,11.7,20.6,69
23-028-006-699935,2026-05-25,0.29,13.1,21.6,99
23-028-006-699935,2026-06-24,0.4137,14.4,22.7,129
23-028-006-699935,2026-07-24,0.5251,15.8,23.8,159
23-028-006-699935,2026-08-23,0.6505,17.1,24.8,189
29-009-006-314592,2026-04-25,0.6918,41.0,11.6,1
29-009-006-314592,2026-05-25,0.5897,42.4,12.7,1
29-009-006-314592,2026-06-24,0.5695,43.7,13.7,14
29-009-006-314592,2026-07-24,0.542,45.0,14.8,44
29-009-006-314592,2026-08-23,0.45,46.4,15.8,74
36-019-011-773030,2026-04-25,0.0305,8.6,55.1,1
36-019-011-773030,2026-05-25,0.1255,9.9,56.1,1
36-019-011-773030,2026-06-24,0.234,11.3,57.2,25
36-019-011-773030,2026-07-24,0.3398,12.7,58.2,55
36-019-011-773030,2026-08-23,0.3939,14.0,59.3,85
36-019-018-438600,2026-04-25,0.8142,17.6,25.8,1
36-019-018-438600,2026-05-25,0.7857,18.9,26.9,1
36-019-018-438600,2026-06-24,0.718,20.3,27.9,31
36-019-018-438600,2026-07-24,0.6803,21.6,28.9,61
36-019-018-438600,2026-08-23,0.6097,23.0,30.0,91
33-045-023-585144,2026-04-25,0.1793,16.5,28.8,1
33-045-023-585144,2026-05-25,0.2918,17.8,29.9,1
33-045-023-585144,2026-06-24,0.3784,19.2,30.9,1
33-045-023-585144,2026-07-24,0.4364,20.5,31.9,15
33-045-023-585144,2026-08-23,0.5372,21.9,33.0,45
29-022-023-972424,2026-04-25,0.6734,69.4,42.8,81
29-022-023-972424,2026-05-25,0.636,70.8,43.9,111
29-022-023-972424,2026-06-24,0.554,72.1,44.9,141
29-022-023-972424,2026-07-24,0.4959,73.5,46.0,171
29-022-023-972424,2026-08-23,0.4161,74.8,47.0,201
23-028-018-479015,2026-04-25,0.3236,51.1,28.1,1
23-028-018-479015,2026-05-25,0.3111,52.5,29.1,1
23-028-018-479015,2026-06-24,0.2982,53.8,30.2,1
23-028-018-479015,2026-07-24,0.237,55.1,31.2,10
23-028-018-479015,2026-08-23,0.2493,56.5,32.3,40
09-031-006-348412,2026-04-25,0.426,20.3,24.6,116
09-031-006-348412,2026-05-25,0.4926,21.6,25.6,146
09-031-006-348412,2026-06-24,0.514,23.0,26.7,176
09-031-006-348412,2026-07-24,0.4549,24.3,27.8,206
09-031-006-348412,2026-08-23,0.4946,25.7,28.8,236
33-031-016-364585,2026-04-25,0.7448,63.7,28.1,1
33-031-016-364585,2026-05-25,0.6648,65.0,29.1,1
33-031-016-364585,2026-06-24,0.6158,66.4,30.2,20
33-031-016-364585,2026-07-24,0.5147,67.8,31.2,50
33-031-016-364585,2026-08-23,0.4319,69.1,32.3,80
36-019-005-718976,2026-04-25,0.4175,25.7,59.0,119
36-019-005-718976,2026-05-25,0.4303,27.1,60.1,149
36-019-005-718976,2026-06-24,0.4484,28.4,61.1,179
36-019-005-718976,2026-07-24,0.3803,29.8,62.2,209
36-019-005-718976,2026-08-23,0.4077,31.1,63.2,239
09-044-002-147956,2026-04-25,0.6639,61.4,55.8,1
09-044-002-147956,2026-05-25,0.5807,62.8,56.9,12
09-044-002-147956,2026-06-24,0.4922,64.1,57.9,42
09-044-002-147956,2026-07-24,0.4223,65.5,59.0,72
09-044-002-147956,2026-08-23,0.3584,66.8,60.0,102
27-013-004-547768,2026-04-25,0.553,65.7,56.0,1
27-013-004-547768,2026-05-25,0.5383,67.0,57.1,6
27-013-004-547768,2026-06-24,0.4821,68.4,58.1,36
27-013-004-547768,2026-07-24,0.4853,69.8,59.2,66
27-013-004-547768,2026-08-23,0.4543,71.1,60.2,96
09-031-014-618305,2026-04-25,0.6791,55.9,56.1,1
09-031-014-618305,2026-05-25,0.6469,57.2,57.1,1
09-031-014-618305,2026-06-24,0.6152,58.6,58.2,7
09-031-014-618305,2026-07-24,0.53,59.9,59.2,37
09-031-014-618305,2026-08-23,0.5406,61.3,60.3,67
22-009-013-311291,2026-04-25,0.585,48.9,52.4,142
22-009-013-311291,2026-05-25,0.6047,50.2,53.5,172
22-009-013-311291,2026-06-24,0.6713,51.6,54.5,202
22-009-013-311291,2026-07-24,0.6716,52.9,55.6,232
22-009-013-311291,2026-08-23,0.6833,54.3,56.6,262
27-001-022-863752,2026-04-25,0.4871,68.8,47.1,1
27-001-022-863752,2026-05-25,0.4872,70.2,48.1,1
27-001-022-863752,2026-06-24,0.5025,71.5,49.2,1
27-001-022-863752,2026-07-24,0.4623,72.9,50.2,25
27-001-022-863752,2026-08-23,0.4986,74.2,51.3,55
23-033-018-663495,2026-04-25,0.3493,42.1,51.6,1
23-033-018-663495,2026-05-25,0.3633,43.5,52.6,22
23-033-018-663495,2026-06-24,0.3944,44.8,53.7,52
23-033-018-663495,2026-07-24,0.4886,46.1,54.8,82
23-033-018-663495,2026-08-23,0.5029,47.5,55.8,112
27-037-017-162212,2026-04-25,0.1944,52.4,76.9,58
27-037-017-162212,2026-05-25,0.1829,53.8,77.9,88
27-037-017-162212,2026-06-24,0.1517,55.1,79.0,118
27-037-017-162212,2026-07-24,0.1617,56.4,80.0,148
27-037-017-162212,2026-08-23,0.1437,57.8,81.1,178
36-019-019-740318,2026-04-25,0.394,44.4,12.4,1
36-019-019-740318,2026-05-25,0.4449,45.8,13.5,1
36-019-019-740318,2026-06-24,0.4348,47.1,14.5,24
36-019-019-740318,2026-07-24,0.4102,48.4,15.6,54
36-019-019-740318,2026-08-23,0.4583,49.8,16.6,84
27-025-019-655829,2026-04-25,0.5968,31.5,66.8,1
27-025-019-655829,2026-05-25,0.6052,32.9,67.8,1
27-025-019-655829,2026-06-24,0.6285,34.2,68.9,1
27-025-019-655829,2026-07-24,0.6257,35.5,70.0,1
27-025-019-655829,2026-08-23,0.6298,36.9,71.0,12
33-031-022-233231,2026-04-25,0.0227,20.2,47.1,1
33-031-022-233231,2026-05-25,0.0906,21.6,48.1,1
33-031-022-233231,2026-06-24,0.195,22.9,49.2,1
33-031-022-233231,2026-07-24,0.2633,24.2,50.2,1
33-031-022-233231,2026-08-23,0.3762,25.6,51.3,3
21-012-011-872921,2026-04-25,0.8254,33.5,57.8,1
21-012-011-872921,2026-05-25,0.713,34.9,58.9,1
21-012-011-872921,2026-06-24,0.651,36.2,59.9,15
21-012-011-872921,2026-07-24,0.5544,37.5,61.0,45
21-012-011-872921,2026-08-23,0.4643,38.9,62.0,75
36-003-019-631474,2026-04-25,0.5064,16.9,37.2,1
36-003-019-631474,2026-05-25,0.49,18.2,38.2,1
36-003-019-631474,2026-06-24,0.4287,19.6,39.3,1
36-003-019-631474,2026-07-24,0.415,20.9,40.4,16
36-003-019-631474,2026-08-23,0.3779,22.3,41.4,46
27-001-016-928452,2026-04-25,0.1737,41.1,24.2,1
27-001-016-928452,2026-05-25,0.2285,42.5,25.2,8
27-001-016-928452,2026-06-24,0.274,43.8,26.3,38
27-001-016-928452,2026-07-24,0.3355,45.1,27.3,68
27-001-016-928452,2026-08-23,0.4086,46.5,28.4,98
29-022-006-554201,2026-04-25,0.99,25.9,9.9,1
29-022-006-554201,2026-05-25,0.9845,27.2,10.9,1
29-022-006-554201,2026-06-24,0.9166,28.6,12.0,18
29-022-006-554201,2026-07-24,0.7904,29.9,13.0,48
29-022-006-554201,2026-08-23,0.6455,31.3,14.1,78
09-015-018-017810,2026-04-25,0.1727,43.6,31.3,1
09-015-018-017810,2026-05-25,0.2865,45.0,32.4,16
09-015-018-017810,2026-06-24,0.4012,46.3,33.4,46
09-015-018-017810,2026-07-24,0.4728,47.6,34.5,76
09-015-018-017810,2026-08-23,0.6272,49.0,35.5,106
29-018-014-922306,2026-04-25,0.1351,49.2,49.4,1
29-018-014-922306,2026-05-25,0.1711,50.6,50.5,1
29-018-014-922306,2026-06-24,0.1951,51.9,51.5,6
29-018-014-922306,2026-07-24,0.2595,53.2,52.6,36
29-018-014-922306,2026-08-23,0.3287,54.6,53.6,66
29-018-021-168743,2026-04-25,0.5079,32.3,6.6,128
29-018-021-168743,2026-05-25,0.4436,33.7,7.7,158
29-018-021-168743,2026-06-24,0.4453,35.0,8.7,188
29-018-021-168743,2026-07-24,0.4077,36.4,9.8,218
29-018-021-168743,2026-08-23,0.4186,37.7,10.8,248
36-003-022-552861,2026-04-25,0.5512,63.0,4.1,1
36-003-022-552861,2026-05-25,0.5309,64.4,5.2,1
36-003-022-552861,2026-06-24,0.5582,65.7,6.2,3
36-003-022-552861,2026-07-24,0.5019,67.1,7.3,33
36-003-022-552861,2026-08-23,0.5144,68.4,8.3,63
36-027-006-486547,2026-04-25,0.1082,51.8,24.6,74
36-027-006-486547,2026-05-25,0.1511,53.2,25.6,104
36-027-006-486547,2026-06-24,0.1699,54.5,26.7,134
36-027-006-486547,2026-07-24,0.2176,55.9,27.8,164
36-027-006-486547,2026-08-23,0.2456,57.2,28.8,194
27-001-012-918143,2026-04-25,0.519,43.5,66.6,270
27-001-012-918143,2026-05-25,0.4928,44.9,67.6,300
27-001-012-918143,2026-06-24,0.4092,46.2,68.7,330
27-001-012-918143,2026-07-24,0.4003,47.5,69.8,360
27-001-012-918143,2026-08-23,0.3261,48.9,70.8,390
36-003-002-248756,2026-04-25,0.4388,48.7,41.7,1
36-003-002-248756,2026-05-25,0.4817,50.1,42.8,1
36-003-002-248756,2026-06-24,0.5097,51.4,43.8,1
36-003-002-248756,2026-07-24,0.5093,52.8,44.9,1
36-003-002-248756,2026-08-23,0.5582,54.1,45.9,12
09-002-022-794672,2026-04-25,0.01,52.4,0.3,1
09-002-022-794672,2026-05-25,0.1205,53.8,1.3,1
09-002-022-794672,2026-06-24,0.2192,55.1,2.4,16
09-002-022-794672,2026-07-24,0.3013,56.4,3.5,46
09-002-022-794672,2026-08-23,0.4065,57.8,4.5,76
09-044-006-290384,2026-04-25,0.4304,20.9,68.0,5
09-044-006-290384,2026-05-25,0.4261,22.2,69.0,35
09-044-006-290384,2026-06-24,0.3939,23.6,70.1,65
09-044-006-290384,2026-07-24,0.3559,24.9,71.2,95
09-044-006-290384,2026-08-23,0.3917,26.3,72.2,125
09-044-016-721787,2026-04-25,0.01,17.8,5.2,1
09-044-016-721787,2026-05-25,0.1213,19.1,6.2,1
09-044-016-721787,2026-06-24,0.2696,20.5,7.3,24
09-044-016-721787,2026-07-24,0.4268,21.8,8.3,54
09-044-016-721787,2026-08-23,0.5439,23.2,9.4,84
33-014-001-555143,2026-04-25,0.1804,60.4,28.9,1
33-014-001-555143,2026-05-25,0.2088,61.8,30.0,1
33-014-001-555143,2026-06-24,0.168,63.1,31.0,1
33-014-001-555143,2026-07-24,0.1495,64.5,32.1,17
33-014-001-555143,2026-08-23,0.159,65.8,33.1,47
33-014-006-723639,2026-04-25,0.199,31.6,66.7,1
33-014-006-723639,2026-05-25,0.24,33.0,67.8,1
33-014-006-723639,2026-06-24,0.2934,34.3,68.8,1
33-014-006-723639,2026-07-24,0.3445,35.6,69.9,27
33-014-006-723639,2026-08-23,0.3898,37.0,70.9,57
33-045-020-990820,2026-04-25,0.3308,1.9,14.1,1
33-045-020-990820,2026-05-25,0.3497,3.2,15.2,1
33-045-020-990820,2026-06-24,0.3687,4.6,16.2,1
33-045-020-990820,2026-07-24,0.3793,6.0,17.2,1
33-045-020-990820,2026-08-23,0.398,7.3,18.3,14
36-019-007-248099,2026-04-25,0.3618,60.2,33.3,1
36-019-007-248099,2026-05-25,0.4022,61.5,34.4,1
36-019-007-248099,2026-06-24,0.3764,62.9,35.4,1
36-019-007-248099,2026-07-24,0.3843,64.2,36.5,6
36-019-007-248099,2026-08-23,0.3511,65.6,37.5,36
21-012-024-553314,2026-04-25,0.1335,14.8,20.2,1
21-012-024-553314,2026-05-25,0.2016,16.1,21.2,1
21-012-024-553314,2026-06-24,0.242,17.5,22.3,1
21-012-024-553314,2026-07-24,0.2699,18.8,23.3,20
21-012-024-553314,2026-08-23,0.3508,20.2,24.4,50
21-026-015-965730,2026-04-25,0.4265,20.4,37.2,1
21-026-015-965730,2026-05-25,0.427,21.8,38.2,1
21-026-015-965730,2026-06-24,0.4325,23.1,39.3,1
21-026-015-965730,2026-07-24,0.4812,24.4,40.4,1
21-026-015-965730,2026-08-23,0.4935,25.8,41.4,10
22-018-024-953394,2026-04-25,0.4207,8.6,44.5,1
22-018-024-953394,2026-05-25,0.4476,9.9,45.6,1
22-018-024-953394,2026-06-24,0.4504,11.3,46.6,2
22-018-024-953394,2026-07-24,0.4495,12.7,47.7,32
22-018-024-953394,2026-08-23,0.4527,14.0,48.7,62
21-005-007-293405,2026-04-25,0.4956,60.9,16.4,1
21-005-007-293405,2026-05-25,0.4728,62.2,17.5,1
21-005-007-293405,2026-06-24,0.4719,63.6,18.5,1
21-005-007-293405,2026-07-24,0.476,65.0,19.6,1
21-005-007-293405,2026-08-23,0.4444,66.3,20.6,3
09-031-010-811785,2026-04-25,0.7576,27.0,30.1,1
09-031-010-811785,2026-05-25,0.6535,28.3,31.1,1
09-031-010-811785,2026-06-24,0.5626,29.7,32.2,1
