ulpin,project_name,project_type,implementing_agency,state,district,taluk,village,latitude,longitude,notification_date,expected_completion_date,actual_completion_date,land_area_acres,no_affected_families,no_landowners,ownership_fragmentation_index,ownership_dispute_flag,no_ownership_disputes,title_clarity_status,circle_rate_per_acre_lakhs,compensation_fair_value_lakhs,compensation_amount_sanctioned_lakhs,compensation_amount_disbursed_lakhs,compensation_disbursed_pct,compensation_gap_pct,compensation_dispute_flag,no_compensation_appeals,no_legal_disputes,legal_dispute_stage,court_stay_flag,days_since_dispute_filed,rehab_plan_approved_flag,rehab_progress_pct,resettlement_site_ready_flag,no_families_resettled,approval_stage,days_in_current_stage,no_pending_clearances,environmental_clearance_status,forest_clearance_status,is_closed_project,historical_delay_days,is_delayed,delay_stage,assigned_field_officer_id,latent_risk_audit,planned_duration_days,top_driver_audit
09-002-007-366292,Airport Expansion - Lucknow Stretch 2,Airport Expansion,Airports Authority of India,Uttar Pradesh,Lucknow,Lucknow South,Chandrapalli,26.69846,80.90868,2026-05-10,2027-09-08,,144.4,297,226,1.565,True,3,Partial,46.12,13319.46,9750.26,351.01,3.6,26.8,True,2,4,Resolved,False,26,True,75.6,True,222,Section 11 Notification Issued,37,2,Obtained,Not Required,False,,,,UP-LAO-2021-0734,0.5503,486,Compensation Disbursal
36-011-023-761008,Urban Metro - Warangal Stretch 2,Urban Metro,Metro Rail Corp,Telangana,Warangal,Warangal West,Yellapur,17.91184,79.54229,2025-11-11,2028-05-18,,119.5,164,177,1.481,True,1,Partial,18.56,8871.68,6760.64,5131.33,75.9,23.8,True,4,2,Under Hearing,False,310,True,43.2,True,55,Compensation Disbursement,143,6,Not Required,Obtained,False,,,,TG-LAO-2021-0919,0.4554,919,Legal Dispute
09-044-012-825329,Irrigation Canal - Prayagraj Stretch 2,Irrigation Canal,State Irrigation Dept,Uttar Pradesh,Prayagraj,Prayagraj South,Jaitpur,25.57314,81.96691,2026-06-24,2027-10-07,,22.1,51,34,1.538,True,1,Clear,15.18,1341.91,771.94,134.32,17.4,42.47,True,3,2,Resolved,False,747,True,20.9,False,9,Possession Taken,81,1,Applied,Obtained,False,,,,UP-LAO-2023-0576,0.4331,470,Compensation Disbursal
22-014-012-813733,Power Transmission - Bilaspur Stretch 3,Power Transmission,POWERGRID,Chhattisgarh,Bilaspur,Bilaspur South,Jaitpur,22.03493,82.07358,2024-10-26,2027-05-22,,35.4,98,55,1.554,True,1,Clear,27.99,3963.38,3261.56,1046.96,32.1,17.71,True,1,1,Under Hearing,False,297,True,36.3,True,27,SIA Completed,62,1,Obtained,Pending,False,,,,CG-LAO-2022-0241,0.4622,938,Rehabilitation (R&R)
29-022-022-522533,Railway Line - Belagavi Stretch 1,Railway Line,Indian Railways,Karnataka,Belagavi,Belagavi West,Veerapuram,16.10115,74.42734,2025-10-11,2027-08-25,,7.9,26,15,1.899,True,4,Disputed,21.23,670.87,401.83,146.27,36.4,40.1,True,4,3,Under Hearing,False,76,False,43.1,False,7,SIA Completed,289,3,Pending,Applied,False,,,,KA-LAO-2025-0488,0.7557,683,Administrative Approval
36-003-001-808075,Railway Line - Hyderabad Stretch 2,Railway Line,Indian Railways,Telangana,Hyderabad,Hyderabad North,Rampur,17.26677,78.59293,2025-11-04,2027-01-29,,42.7,77,75,1.756,False,0,Clear,83.64,7142.86,6892.75,5514.2,80.0,3.5,False,0,0,None,False,0,True,32.1,False,20,Compensation Disbursement,58,0,Not Required,Not Required,False,,,,TG-LAO-2025-0884,0.1258,451,Rehabilitation (R&R)
21-005-022-175155,Irrigation Canal - Khordha Stretch 5,Irrigation Canal,State Irrigation Dept,Odisha,Khordha,Khordha West,Veerapuram,20.26143,85.632,2025-05-03,2027-05-12,,115.3,161,158,1.37,True,1,Clear,28.09,12955.11,9408.82,2060.53,21.9,27.37,True,1,0,None,False,0,True,36.4,True,41,Section 11 Notification Issued,14,0,Not Required,Not Required,False,,,,OD-LAO-2022-0873,0.385,739,Compensation Disbursal
27-013-008-236445,Urban Metro - Pune Stretch 7,Urban Metro,Metro Rail Corp,Maharashtra,Pune,Pune South,Narsapur,18.46947,73.76302,2026-05-10,2028-02-29,,33.9,87,55,1.622,True,1,Clear,91.78,6222.68,5491.8,1268.61,23.1,11.75,True,2,1,Under Hearing,False,1055,True,37.0,False,29,SIA Completed,4,4,Applied,Obtained,False,,,,MH-LAO-2023-0454,0.4415,660,Administrative Approval
09-044-008-926898,Airport Expansion - Prayagraj Stretch 2,Airport Expansion,Airports Authority of India,Uttar Pradesh,Prayagraj,Prayagraj South,Narsapur,25.5772,81.74349,2026-06-09,2029-01-07,,28.8,54,41,1.424,False,0,Clear,19.67,2265.98,1843.99,925.68,50.2,18.62,True,4,1,Resolved,False,175,True,68.8,False,35,Section 11 Notification Issued,249,0,Obtained,Not Required,False,,,,UP-LAO-2023-0576,0.3268,943,Compensation Disbursal
29-022-009-232014,Industrial Corridor - Belagavi Stretch 7,Industrial Corridor,State Industrial Corp,Karnataka,Belagavi,Belagavi South,Basavanahalli,15.9222,74.48132,2025-10-28,2026-12-27,,6.2,18,17,2.742,True,5,Partial,30.04,744.99,687.46,322.42,46.9,7.72,False,0,2,Under Hearing,False,18,True,25.7,True,4,Possession Taken,125,1,Applied,Not Required,False,,,,KA-LAO-2025-0488,0.402,425,Rehabilitation (R&R)
21-012-017-655235,Power Transmission - Cuttack Stretch 4,Power Transmission,POWERGRID,Odisha,Cuttack,Cuttack East,Peddapalli,20.4161,85.88013,2024-09-02,2027-03-31,,38.6,61,50,1.295,True,3,Disputed,23.91,3691.7,2669.56,2397.26,89.8,27.69,True,1,6,Under Hearing,False,77,True,63.6,False,29,SIA Completed,296,3,Applied,Not Required,False,,,,OD-LAO-2021-0890,0.5235,940,Ownership / Title
33-014-022-104665,Irrigation Canal - Chennai Stretch 7,Irrigation Canal,State Irrigation Dept,Tamil Nadu,Chennai,Chennai West,Veerapuram,13.18739,80.43321,2026-05-25,2028-05-21,,17.4,29,26,1.494,False,0,Clear,74.09,2578.33,2247.22,1955.08,87.0,12.84,True,1,0,None,False,0,True,57.6,False,16,Section 11 Notification Issued,249,1,Pending,Obtained,False,,,,TN-LAO-2021-0562,0.2731,727,Administrative Approval
33-045-003-904905,Railway Line - Tiruchirappalli Stretch 5,Railway Line,Indian Railways,Tamil Nadu,Tiruchirappalli,Tiruchirappalli North,Ganeshpura,10.74603,78.85962,2026-02-15,2027-09-25,,23.7,58,39,1.646,False,0,Clear,26.81,2541.59,2133.1,1279.86,60.0,16.07,True,2,1,Under Hearing,False,507,True,53.1,True,21,Compensation Disbursement,84,0,Not Required,Pending,False,,,,TN-LAO-2022-0490,0.2926,587,Legal Dispute
09-002-012-069721,State Highway - Lucknow Stretch 5,State Highway,State PWD,Uttar Pradesh,Lucknow,Lucknow South,Jaitpur,26.75832,81.06171,2025-12-03,2028-05-26,,29.7,80,54,1.818,True,2,Clear,63.98,3800.41,2689.12,475.97,17.7,29.24,True,1,1,Stayed by Court,True,46,True,87.6,False,57,Possession Taken,10,1,Not Required,Obtained,False,,,,UP-LAO-2021-0734,0.4323,905,Compensation Disbursal
27-025-022-382533,Railway Line - Nagpur Stretch 7,Railway Line,Indian Railways,Maharashtra,Nagpur,Nagpur West,Veerapuram,21.26795,79.19977,2026-01-25,2028-01-26,,21.8,23,25,1.147,True,5,Partial,86.57,3774.45,1907.96,1390.9,72.9,49.45,True,5,6,Filed,False,393,True,57.5,True,12,Compensation Disbursement,29,2,Obtained,Not Required,False,,,,MH-LAO-2025-0718,0.5713,731,Ownership / Title
29-018-016-842919,Power Transmission - Mysuru Stretch 7,Power Transmission,POWERGRID,Karnataka,Mysuru,Mysuru East,Nandgaon,12.35423,76.61416,2025-09-15,2027-06-24,,65.3,191,104,1.593,False,0,Clear,29.47,7697.56,4548.53,2692.73,59.2,40.91,True,5,2,Under Hearing,False,271,True,57.3,False,99,Award Declared,49,1,Pending,Not Required,False,,,,KA-LAO-2021-0461,0.4379,647,Legal Dispute
09-031-012-013572,Urban Metro - Varanasi Stretch 4,Urban Metro,Metro Rail Corp,Uttar Pradesh,Varanasi,Varanasi South,Jaitpur,25.37687,82.88379,2024-12-20,2027-07-09,,38.0,46,41,1.079,True,1,Clear,30.98,4708.96,3973.84,2737.98,68.9,15.61,True,1,1,Resolved,False,100,True,61.4,False,22,Possession Taken,87,1,Pending,Not Required,False,,,,UP-LAO-2025-0822,0.2296,931,Administrative Approval
21-005-008-420826,Airport Expansion - Khordha Stretch 3,Airport Expansion,Airports Authority of India,Odisha,Khordha,Khordha South,Narsapur,20.11974,85.54347,2026-08-15,2028-12-09,,42.3,81,70,1.655,True,3,Partial,16.89,2857.79,2329.41,1441.9,61.9,18.49,True,2,3,Filed,False,5,True,46.4,False,34,R&R Implementation,112,2,Obtained,Obtained,False,,,,OD-LAO-2022-0873,0.4626,847,Legal Dispute
29-022-015-841838,Railway Line - Belagavi Stretch 5,Railway Line,Indian Railways,Karnataka,Belagavi,Belagavi East,Madhavgarh,15.82236,74.50734,2024-10-05,2026-12-13,,8.5,33,18,2.118,True,1,Clear,26.86,913.24,659.52,309.97,47.0,27.78,True,1,3,Filed,False,586,False,38.4,True,12,Possession Taken,6,2,Obtained,Not Required,False,,,,KA-LAO-2025-0488,0.4674,799,Compensation Disbursal
33-031-021-185290,National Highway - Madurai Stretch 6,National Highway,NHAI,Tamil Nadu,Madurai,Madurai West,Uttanahalli,9.86055,78.13643,2026-07-10,2028-05-13,,41.8,57,58,1.388,False,0,Clear,21.72,3631.58,3339.33,2785.0,83.4,8.05,False,0,0,None,False,0,True,21.9,False,8,R&R Implementation,94,1,Applied,Obtained,False,,,,TN-LAO-2021-0436,0.2157,673,Rehabilitation (R&R)
23-033-003-670128,National Highway - Gwalior Stretch 4,National Highway,NHAI,Madhya Pradesh,Gwalior,Gwalior North,Ganeshpura,26.27461,78.28286,2025-12-23,2028-08-01,,30.5,65,46,1.508,True,2,Clear,21.98,2681.56,938.55,577.21,61.5,65.0,True,4,4,Under Hearing,False,102,True,23.0,False,14,Compensation Disbursement,153,2,Pending,Not Required,False,,,,MP-LAO-2024-0467,0.6568,952,Legal Dispute
21-019-013-773037,National Highway - Ganjam Stretch 5,National Highway,NHAI,Odisha,Ganjam,Ganjam East,Kesarpur,19.32675,84.89384,2025-06-30,2026-09-24,,37.2,60,55,1.478,False,0,Clear,15.34,2282.59,2055.2,731.65,35.6,9.96,True,1,0,None,False,0,False,31.4,False,15,Compensation Disbursement,273,1,Applied,Not Required,False,,,,OD-LAO-2025-0784,0.327,451,Rehabilitation (R&R)
33-014-007-313313,National Highway - Chennai Stretch 2,National Highway,NHAI,Tamil Nadu,Chennai,Chennai South,Chandrapalli,13.07268,80.18109,2026-01-16,2028-07-10,,29.8,71,39,1.309,True,5,Disputed,53.21,3171.32,1365.28,746.81,54.7,56.95,True,3,4,Filed,False,329,True,58.6,True,31,Award Declared,98,5,Not Required,Obtained,False,,,,TN-LAO-2021-0562,0.7549,906,Ownership / Title
27-037-024-289386,Urban Metro - Nashik Stretch 7,Urban Metro,Metro Rail Corp,Maharashtra,Nashik,Nashik West,Zamania,20.01186,73.93804,2026-04-01,2028-08-09,,21.9,41,29,1.324,False,0,Clear,12.52,1096.75,853.37,320.01,37.5,22.19,True,1,2,Under Hearing,False,137,True,43.2,False,15,Award Declared,173,6,Not Required,Not Required,False,,,,MH-LAO-2025-0385,0.4258,861,Administrative Approval
09-031-003-212773,National Highway - Varanasi Stretch 2,National Highway,NHAI,Uttar Pradesh,Varanasi,Varanasi North,Ganeshpura,25.30382,82.93665,2024-10-15,2028-11-11,,24.5,56,36,1.469,True,1,Clear,17.97,1761.06,1346.68,694.89,51.6,23.53,True,1,1,Resolved,False,103,True,54.5,True,28,Compensation Disbursement,7,0,Applied,Pending,False,,,,UP-LAO-2025-0822,0.382,667,Compensation Disbursal
33-014-019-969365,Power Transmission - Chennai Stretch 4,Power Transmission,POWERGRID,Tamil Nadu,Chennai,Chennai West,Shivnagar,13.13534,80.13179,2026-06-08,2027-10-15,,28.1,56,50,1.779,False,0,Clear,69.44,3902.53,3469.96,707.87,20.4,11.08,True,1,0,None,False,0,True,77.2,True,39,Award Declared,71,1,Obtained,Not Required,False,,,,TN-LAO-2021-0562,0.3115,494,Compensation Disbursal
22-009-007-960071,Airport Expansion - Durg Stretch 1,Airport Expansion,Airports Authority of India,Chhattisgarh,Durg,Durg South,Chandrapalli,21.28598,81.20398,2024-08-02,2027-07-01,,94.6,197,131,1.385,True,1,Clear,21.24,8037.22,7917.19,3879.42,49.0,1.49,False,0,0,None,False,0,True,24.2,False,37,Award Declared,48,0,Not Required,Not Required,False,,,,CG-LAO-2024-0988,0.193,725,Rehabilitation (R&R)
21-019-018-312999,National Highway - Ganjam Stretch 7,National Highway,NHAI,Odisha,Ganjam,Ganjam East,Raghunathpur,19.38032,84.78672,2025-10-17,2028-04-28,,11.5,29,21,1.826,True,2,Partial,15.25,701.5,466.87,362.29,77.6,33.45,True,3,4,Stayed by Court,True,464,False,20.0,True,5,Section 11 Notification Issued,29,6,Pending,Applied,False,,,,OD-LAO-2025-0784,0.721,924,Legal Dispute
09-044-010-399385,Industrial Corridor - Prayagraj Stretch 4,Industrial Corridor,State Industrial Corp,Uttar Pradesh,Prayagraj,Prayagraj South,Mallapuram,25.41132,81.81465,2026-02-13,2028-01-15,,14.4,34,31,2.153,False,0,Clear,11.87,683.71,576.39,296.84,51.5,15.7,True,1,0,None,False,0,False,32.0,True,9,Award Declared,33,6,Applied,Not Required,False,,,,UP-LAO-2023-0576,0.2934,701,Administrative Approval
21-026-023-607277,Railway Line - Sambalpur Stretch 5,Railway Line,Indian Railways,Odisha,Sambalpur,Sambalpur West,Yellapur,21.40637,83.92727,2026-03-06,2028-06-02,,42.3,54,57,1.348,True,1,Clear,30.29,5125.07,4016.72,2016.39,50.2,21.63,False,0,1,Filed,False,140,True,44.4,False,21,SIA Completed,405,5,Applied,Not Required,False,,,,OD-LAO-2024-0281,0.4587,819,Administrative Approval
09-044-014-664609,Urban Metro - Prayagraj Stretch 5,Urban Metro,Metro Rail Corp,Uttar Pradesh,Prayagraj,Prayagraj East,Lakshmipura,25.54676,81.73671,2025-05-10,2027-07-28,,54.0,147,78,1.444,True,3,Partial,28.05,6058.8,5070.3,3270.34,64.5,16.32,False,0,4,Resolved,False,96,True,65.9,True,78,Section 11 Notification Issued,75,7,Obtained,Obtained,False,,,,UP-LAO-2023-0576,0.4658,464,Ownership / Title
21-005-022-199357,Irrigation Canal - Khordha Stretch 8,Irrigation Canal,State Irrigation Dept,Odisha,Khordha,Khordha West,Veerapuram,20.28838,85.64243,2024-12-24,2027-01-31,,28.3,69,49,1.731,False,0,Clear,27.78,3144.7,2600.94,665.84,25.6,17.29,False,0,0,None,False,0,True,81.7,True,43,Award Declared,79,0,Pending,Not Required,False,,,,OD-LAO-2022-0873,0.3995,768,Compensation Disbursal
09-044-003-334004,Airport Expansion - Prayagraj Stretch 1,Airport Expansion,Airports Authority of India,Uttar Pradesh,Prayagraj,Prayagraj North,Ganeshpura,25.44018,81.94515,2026-01-25,2028-08-12,,38.5,80,63,1.636,False,0,Clear,18.78,2892.12,1553.76,612.18,39.4,46.28,True,3,3,Filed,False,98,False,6.9,False,3,R&R Implementation,46,0,Obtained,Not Required,False,,,,UP-LAO-2023-0576,0.5112,930,Compensation Disbursal
29-009-010-091248,State Highway - Tumakuru Stretch 3,State Highway,State PWD,Karnataka,Tumakuru,Tumakuru South,Mallapuram,13.4535,77.13386,2026-07-02,2028-06-20,,84.7,137,121,1.429,True,3,Partial,26.79,9076.45,8486.53,4845.81,57.1,6.5,True,1,2,Under Hearing,False,771,True,20.0,False,24,Award Declared,15,2,Obtained,Not Required,False,,,,KA-LAO-2023-0611,0.4675,719,Rehabilitation (R&R)
33-031-001-161337,State Highway - Madurai Stretch 8,State Highway,State PWD,Tamil Nadu,Madurai,Madurai North,Rampur,9.84355,78.22204,2026-01-11,2027-08-31,,130.7,312,190,1.454,False,0,Clear,24.09,12594.25,9462.85,2592.82,27.4,24.86,False,0,0,None,False,0,False,21.8,True,57,Possession Taken,52,0,Obtained,Not Required,False,,,,TN-LAO-2021-0436,0.2661,597,Rehabilitation (R&R)
22-014-008-482155,Power Transmission - Bilaspur Stretch 4,Power Transmission,POWERGRID,Chhattisgarh,Bilaspur,Bilaspur South,Narsapur,22.0638,82.08346,2025-06-06,2027-08-29,,93.4,154,151,1.617,True,3,Clear,23.03,8604.01,4314.65,2437.78,56.5,49.85,True,3,0,None,False,0,True,53.1,True,69,Compensation Disbursement,35,1,Obtained,Not Required,False,,,,CG-LAO-2022-0241,0.3319,814,Compensation Disbursal
22-018-003-316142,Industrial Corridor - Korba Stretch 6,Industrial Corridor,State Industrial Corp,Chhattisgarh,Korba,Korba North,Ganeshpura,22.29673,82.76546,2026-05-17,2028-01-18,,20.2,60,33,1.634,False,0,Clear,13.45,1086.76,970.98,592.3,61.0,10.65,True,1,1,Resolved,False,212,True,49.5,True,29,Compensation Disbursement,206,3,Pending,Obtained,False,,,,CG-LAO-2024-0820,0.3329,611,Administrative Approval
23-016-010-298309,Railway Line - Indore Stretch 8,Railway Line,Indian Railways,Madhya Pradesh,Indore,Indore South,Mallapuram,22.80833,75.89642,2024-11-30,2027-07-16,,41.6,50,50,1.202,False,0,Clear,40.31,3353.79,2469.89,731.09,29.6,26.36,True,3,3,Stayed by Court,True,886,False,15.0,True,5,Compensation Disbursement,140,1,Applied,Not Required,False,,,,MP-LAO-2021-0254,0.544,958,Legal Dispute
33-014-023-215297,Irrigation Canal - Chennai Stretch 4,Irrigation Canal,State Irrigation Dept,Tamil Nadu,Chennai,Chennai West,Yellapur,13.27307,80.30649,2025-02-26,2026-08-28,,105.8,227,163,1.541,True,1,Disputed,90.88,19230.21,13523.35,4273.38,31.6,29.68,True,1,3,Stayed by Court,True,496,False,21.3,False,43,Award Declared,14,1,Pending,Not Required,False,,,,TN-LAO-2021-0562,0.6158,548,Legal Dispute
23-033-005-677236,Industrial Corridor - Gwalior Stretch 3,Industrial Corridor,State Industrial Corp,Madhya Pradesh,Gwalior,Gwalior North,Sultanpur,26.28232,78.30964,2026-01-12,2027-12-23,,163.6,229,226,1.381,True,1,Clear,10.59,6930.1,5352.04,2049.83,38.3,22.77,True,3,0,None,False,0,True,27.0,False,57,Compensation Disbursement,156,1,Not Required,Obtained,False,,,,MP-LAO-2024-0467,0.3219,710,Compensation Disbursal
36-003-005-162453,National Highway - Hyderabad Stretch 5,National Highway,NHAI,Telangana,Hyderabad,Hyderabad North,Sultanpur,17.43679,78.41837,2024-12-25,2027-04-11,,70.8,142,99,1.398,True,1,Clear,76.59,10845.14,6080.63,851.29,14.0,43.93,True,4,3,Filed,False,30,True,42.3,True,54,R&R Implementation,34,0,Pending,Pending,False,,,,TG-LAO-2025-0884,0.5586,837,Compensation Disbursal
09-031-018-325979,Irrigation Canal - Varanasi Stretch 3,Irrigation Canal,State Irrigation Dept,Uttar Pradesh,Varanasi,Varanasi East,Raghunathpur,25.29887,83.09194,2026-04-18,2028-02-13,,17.9,41,27,1.508,False,0,Clear,22.73,1627.47,1313.63,517.57,39.4,19.28,True,3,1,Under Hearing,False,709,True,31.5,False,9,Section 11 Notification Issued,13,0,Pending,Applied,False,,,,UP-LAO-2025-0822,0.4579,666,Compensation Disbursal
21-019-016-998853,National Highway - Ganjam Stretch 8,National Highway,NHAI,Odisha,Ganjam,Ganjam East,Nandgaon,19.27915,84.84155,2025-10-05,2027-05-05,,53.1,128,70,1.318,False,0,Partial,29.21,6204.2,4088.53,1843.93,45.1,34.1,False,0,1,Resolved,False,5,True,28.9,False,28,Compensation Disbursement,15,1,Applied,Not Required,False,,,,OD-LAO-2025-0784,0.3102,577,Compensation Disbursal
27-013-012-943884,Urban Metro - Pune Stretch 3,Urban Metro,Metro Rail Corp,Maharashtra,Pune,Pune South,Jaitpur,18.20534,73.7325,2025-07-18,2026-12-31,,19.0,49,27,1.421,True,1,Disputed,54.67,2077.46,1229.03,657.53,53.5,40.84,True,1,4,Under Hearing,False,231,False,29.0,False,13,Section 11 Notification Issued,13,3,Obtained,Applied,False,,,,MH-LAO-2023-0454,0.6705,531,Legal Dispute
36-019-009-348048,Power Transmission - Karimnagar Stretch 6,Power Transmission,POWERGRID,Telangana,Karimnagar,Karimnagar South,Basavanahalli,18.44554,79.08786,2025-03-21,2028-05-28,,61.5,88,85,1.382,True,1,Clear,6.35,1562.1,1327.06,293.28,22.1,15.05,True,2,0,None,False,0,True,10.4,True,8,Section 11 Notification Issued,21,1,Obtained,Applied,False,,,,TG-LAO-2024-0235,0.3621,421,Rehabilitation (R&R)
29-018-019-080916,Airport Expansion - Mysuru Stretch 8,Airport Expansion,Airports Authority of India,Karnataka,Mysuru,Mysuru West,Shivnagar,12.4297,76.58587,2026-08-18,2029-02-02,,16.3,33,22,1.35,True,1,Clear,23.32,1520.46,532.16,107.5,20.2,65.0,True,7,2,Filed,False,283,True,91.2,True,28,R&R Implementation,61,3,Obtained,Not Required,False,,,,KA-LAO-2021-0461,0.5345,899,Compensation Disbursal
09-031-019-872573,State Highway - Varanasi Stretch 2,State Highway,State PWD,Uttar Pradesh,Varanasi,Varanasi West,Shivnagar,25.38773,83.01922,2024-10-31,2026-12-24,,16.3,29,24,1.472,False,0,Clear,13.79,899.11,515.52,213.94,41.5,42.66,True,6,3,Under Hearing,False,87,False,26.0,False,6,R&R Implementation,12,1,Not Required,Not Required,False,,,,UP-LAO-2025-0822,0.5133,784,Legal Dispute
36-019-019-395879,Airport Expansion - Karimnagar Stretch 6,Airport Expansion,Airports Authority of India,Telangana,Karimnagar,Karimnagar West,Shivnagar,18.27968,79.22574,2026-06-12,2028-09-15,,45.4,104,63,1.388,False,0,Clear,22.87,4153.19,3328.36,3161.94,95.0,19.86,True,1,1,Under Hearing,False,107,False,19.7,False,15,Compensation Disbursement,29,2,Not Required,Obtained,False,,,,TG-LAO-2024-0235,0.2499,826,Rehabilitation (R&R)
21-005-024-424589,Railway Line - Khordha Stretch 5,Railway Line,Indian Railways,Odisha,Khordha,Khordha West,Zamania,20.20504,85.65014,2026-04-04,2027-09-15,,25.1,64,38,1.514,True,5,Disputed,18.49,1856.4,816.44,460.47,56.4,56.02,True,1,3,Under Hearing,False,178,False,10.8,False,5,R&R Implementation,73,4,Pending,Obtained,False,,,,OD-LAO-2022-0873,0.6757,529,Ownership / Title
21-026-006-273094,Irrigation Canal - Sambalpur Stretch 5,Irrigation Canal,State Irrigation Dept,Odisha,Sambalpur,Sambalpur North,Devgaon,21.51185,84.06641,2026-03-10,2028-11-03,,17.1,39,24,1.404,False,0,Clear,25.48,1742.83,1216.76,372.33,30.6,30.18,True,6,3,Filed,False,104,True,28.5,False,9,Compensation Disbursement,213,4,Pending,Not Required,False,,,,OD-LAO-2024-0281,0.5669,969,Administrative Approval
09-031-023-654734,Power Transmission - Varanasi Stretch 6,Power Transmission,POWERGRID,Uttar Pradesh,Varanasi,Varanasi West,Yellapur,25.40064,82.89427,2025-11-06,2028-01-24,,17.2,28,26,1.512,True,4,Disputed,29.45,2026.16,1602.52,802.86,50.1,20.91,False,0,2,Stayed by Court,True,22,True,73.8,False,19,SIA Completed,6,1,Pending,Not Required,False,,,,UP-LAO-2025-0822,0.5292,809,Ownership / Title
36-019-009-327811,Airport Expansion - Karimnagar Stretch 8,Airport Expansion,Airports Authority of India,Telangana,Karimnagar,Karimnagar South,Basavanahalli,18.4518,79.11447,2025-01-16,2028-06-27,,42.2,116,71,1.682,False,0,Clear,18.69,3154.87,1975.2,1277.95,64.7,37.39,True,2,3,Filed,False,93,True,23.4,False,24,SIA Completed,132,5,Pending,Not Required,False,,,,TG-LAO-2024-0235,0.5259,525,Administrative Approval
23-016-002-431793,National Highway - Indore Stretch 5,National Highway,NHAI,Madhya Pradesh,Indore,Indore North,Kothapalli,22.57373,75.99608,2025-08-19,2028-02-13,,207.8,291,290,1.396,True,1,Partial,43.82,18211.59,11588.72,4102.41,35.4,36.37,True,2,1,Resolved,False,18,True,77.4,False,205,Award Declared,65,1,Pending,Not Required,False,,,,MP-LAO-2021-0254,0.3538,908,Compensation Disbursal
09-044-017-935530,Irrigation Canal - Prayagraj Stretch 4,Irrigation Canal,State Irrigation Dept,Uttar Pradesh,Prayagraj,Prayagraj East,Peddapalli,25.4759,81.7534,2026-02-08,2028-02-05,,191.5,390,256,1.337,True,7,Disputed,6.28,4810.48,4309.4,3602.66,83.6,10.42,False,0,5,Filed,False,253,True,72.1,True,251,SIA Completed,28,2,Obtained,Not Required,False,,,,UP-LAO-2023-0576,0.4394,727,Ownership / Title
